"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Thodupuzha,0.01,Tonnes,NR,Other,100000,125000,110000,Rs/Quintal
Maharashtra,,,,,,,,
Mumbai,8,Tonnes,NR,Other,155000,195000,165000,Rs/Quintal
Chili Red,,,,,,,,
Jharkhand,,,,,,,,
Khunti,NR,Tonnes,NR,Other,17500,19500,18500,Rs/Quintal
Karnataka,,,,,,,,
Shimoga,2,Tonnes,NR,Other,9500,14000,11750,Rs/Quintal
Kerala,,,,,,,,
Chala,3,Tonnes,NR,Other,11200,11200,11200,Rs/Quintal
Koduvayoor,0.7,Tonnes,NR,Other,11000,11800,11400,Rs/Quintal
Palakkad,1,Tonnes,NR,Red,11000,11500,11300,Rs/Quintal
Vadakkenchery,0.2,Tonnes,NR,Other,11500,12000,11750,Rs/Quintal
Madhya Pradesh,,,,,,,,
Indore,36.2,Tonnes,NR,Dry Sup,5000,12500,7000,Rs/Quintal
Maharashtra,,,,,,,,
Dondaicha,21,Tonnes,NR,Other,1500,2300,2132,Rs/Quintal
Morshi,12,Tonnes,NR,Other,5880,9100,7366,Rs/Quintal
Mumbai,65,Tonnes,NR,Other,10000,20000,18000,Rs/Quintal
Nandurbar,102,Tonnes,NR,Other,1426,3901,2675,Rs/Quintal
Shirpur,NR,Tonnes,NR,Other,2450,2450,2450,Rs/Quintal
Solapur,3,Tonnes,NR,Other,5000,10300,9500,Rs/Quintal
Odisha,,,,,,,,
Bolangir,0.7,Tonnes,NR,Other,14800,15000,14800,Rs/Quintal
Rajasthan,,,,,,,,
Jaipur(Grain)(Chandpole),2.86,Tonnes,NR,Other,9500,10000,9750,Rs/Quintal
Uttar Pradesh,,,,,,,,
Jhijhank,4,Tonnes,NR,Bold,6400,6600,6500,Rs/Quintal
Cloves,,,,,,,,
Kerala,,,,,,,,
Kattappana,0.2,Tonnes,NR,Other,75000,75000,75000,Rs/Quintal
Thodupuzha,0.01,Tonnes,NR,Other,65000,70000,70000,Rs/Quintal
Coconut,,,,,,,,
Goa,,,,,,,,
Canacona,1.96,Tonnes,NR,Coconut,1050,2100,1575,Rs/Quintal
Mapusa,16,Tonnes,NR,Coconut,500000,1200000,850000,Rs/Quintal
Karnataka,,,,,,,,
Bangalore,2700,Tonnes,NR,Grade-I,10000,25000,17500,Rs/Quintal
Chamaraj Nagar,2000,Tonnes,NR,Grade-I,16000,16000,16000,Rs/Quintal
Channapatana,180,Tonnes,NR,Grade-I,9000,17000,13000,Rs/Quintal
Channarayapatna,NR,Tonnes,NR,Grade-III,12000,20000,16500,Rs/Quintal
Chickkaballapura,1000,Tonnes,NR,Grade-I,6000,14000,10000,Rs/Quintal
Gundlupet,1,Tonnes,NR,Grade-I,7000,7000,7000,Rs/Quintal
Harihara,900,Tonnes,NR,Grade-I,8500,8500,8500,Rs/Quintal
Hassan,NR,Tonnes,NR,Other,10424,12000,11000,Rs/Quintal
Hosadurga,1392,Tonnes,NR,Grade-III,10000,11000,10500,Rs/Quintal
K.R.Nagar,3000,Tonnes,NR,Grade-III,10000,10000,10000,Rs/Quintal
Kadur,340,Tonnes,NR,Grade-I,8000,11000,8000,Rs/Quintal
Kanakapura,3895,Tonnes,NR,Coconut,14000,14000,14000,Rs/Quintal
Kundapura,NR,Tonnes,NR,Grade- II,14000,14009,14000,Rs/Quintal
,,,NR,Grade-III,11000,13000,12000,Rs/Quintal
Mangalore,538,Tonnes,NR,Big,15500,27000,21000,Rs/Quintal
,,,NR,Medium,9000,15000,12000,Rs/Quintal
Nagamangala,4000,Tonnes,NR,Grade-III,10000,10000,10000,Rs/Quintal
Ramanagara,2018,Tonnes,NR,Grade-I,8000,14000,11000,Rs/Quintal
Santhesargur,2800,Tonnes,NR,Grade-I,8000,8000,8000,Rs/Quintal
Sira,1300,Tonnes,NR,Grade-III,8500,15000,10615,Rs/Quintal
Tarikere,NR,Tonnes,NR,Grade-I,14917,20000,15197,Rs/Quintal
Tumkur,300,Tonnes,NR,Coconut,8500,15000,10500,Rs/Quintal
Kerala,,,,,,,,
Athirampuzha,1.5,Tonnes,NR,Other,3800,4000,3900,Rs/Quintal
Ernakulam,0.35,Tonnes,NR,Coconut,3600,3800,3800,Rs/Quintal
Ettumanoor,1.9,Tonnes,NR,Medium,3200,3400,3300,Rs/Quintal
Kanjirappally,1,Tonnes,NR,Medium,4000,4500,4200,Rs/Quintal
Koovapadi,6,Tonnes,NR,Big,4500,4800,4700,Rs/Quintal
Kuruppanthura,1,Tonnes,NR,Medium,2000,2800,2400,Rs/Quintal
Manjeri,5,Tonnes,NR,Other,3100,3200,3150,Rs/Quintal
Neeleswaram,2,Tonnes,NR,Other,3400,3600,3500,Rs/Quintal
Omalloor,0.05,Tonnes,NR,Coconut,3900,4000,4000,Rs/Quintal
Pandalam,0.35,Tonnes,NR,Coconut,4000,4500,4000,Rs/Quintal
Taliparamba,4,Tonnes,NR,Other,3500,3700,3600,Rs/Quintal
Thodupuzha,6,Tonnes,NR,Big,2000,2200,2200,Rs/Quintal
,,,NR,Other,4000,4200,4200,Rs/Quintal
Maharashtra,,,,,,,,
Mumbai,743,Tonnes,NR,Other,600,3200,1300,Rs/Quintal
Odisha,,,,,,,,
Angaura,2.4,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Pallahara,2.8,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
Sakhigopal,1.39,Tonnes,NR,Coconut,1480,2840,2500,Rs/Quintal
Tamil Nadu,,,,,,,,
Eathamozhi,3,Tonnes,NR,Coconut,2800,3000,2900,Rs/Quintal
Madathukulam,NR,Tonnes,NR,Coconut,3580,3700,3650,Rs/Quintal
Monday Market,2.4,Tonnes,NR,Coconut,2800,3000,2900,Rs/Quintal
Negamam,4.8,Tonnes,NR,Other,3300,3400,3350,Rs/Quintal
Pongalur,0.3,Tonnes,NR,Other,2200,2800,2500,Rs/Quintal
Senjeri,0.1,Tonnes,NR,Coconut,2700,2900,2800,Rs/Quintal
Thiruppur,NR,Tonnes,NR,Coconut,2000,2400,2200,Rs/Quintal
Udumalpet,NR,Tonnes,NR,Other,2450,2650,2550,Rs/Quintal
Vadaseri,5,Tonnes,NR,Coconut,2800,3000,2900,Rs/Quintal
Corriander seed,,,,,,,,
Gujarat,,,,,,,,
Dhoraji,0.3,Tonnes,NR,Medium Green,4505,5005,4880,Rs/Quintal
Gondal,120.2,Tonnes,NR,Coriander Seed,4405,5605,5355,Rs/Quintal
Jam Jodhpur,0.92,Tonnes,NR,Eagle,3900,5150,4525,Rs/Quintal
Jamnagar,8.2,Tonnes,NR,Other,4175,5325,4750,Rs/Quintal
Junagadh,33,Tonnes,NR,Coriander Seed,4500,5575,5200,Rs/Quintal
Porbandar,0.1,Tonnes,NR,Coriander Seed,4900,5100,5000,Rs/Quintal
Rajkot,22,Tonnes,NR,Coriander Seed,4450,5335,5000,Rs/Quintal
Visavadar,1.56,Tonnes,NR,Other,4770,5340,5055,Rs/Quintal
Karnataka,,,,,,,,
Bangalore,56,Tonnes,NR,Coriander Seed,6500,12500,9500,Rs/Quintal
Madhya Pradesh,,,,,,,,
Agar,2.5,Tonnes,NR,Other,5350,5665,5400,Rs/Quintal
Ashoknagar,0.5,Tonnes,NR,Other,4650,5401,5365,Rs/Quintal
Biaora,2.7,Tonnes,NR,Eagle,4180,5600,4780,Rs/Quintal
Binaganj,0.19,Tonnes,NR,Other,4400,5500,4800,Rs/Quintal
Guna,21.2,Tonnes,NR,Other,4870,6100,5520,Rs/Quintal
Khilchipur,0.1,Tonnes,NR,Other,5500,5500,5500,Rs/Quintal
Kumbhraj,13.4,Tonnes,NR,Other,4850,6575,5865,Rs/Quintal
Maksudangarh,0.2,Tonnes,NR,Other,5000,5600,5400,Rs/Quintal
Manasa,18,Tonnes,NR,Other,5000,6000,5500,Rs/Quintal
Mandsaur,10,Tonnes,NR,Other,4692,5521,5105,Rs/Quintal
Nalkehda,1.1,Tonnes,NR,Coriander Seed,5399,5590,5500,Rs/Quintal
Neemuch,81.5,Tonnes,NR,Badami Steam,4600,5900,5600,Rs/Quintal
Shamgarh,1.66,Tonnes,NR,Other,4400,6000,5500,Rs/Quintal
Maharashtra,,,,,,,,
Mumbai,41,Tonnes,NR,Other,7000,18000,12000,Rs/Quintal
Pune,4,Tonnes,NR,Other,6100,11500,8800,Rs/Quintal
Rajasthan,,,,,,,,
Aklera,1.6,Tonnes,NR,Other,5500,6030,5765,Rs/Quintal
Atru,35.7,Tonnes,NR,Other,4510,6510,5510,Rs/Quintal
Atru(Kawai Salpura),0.1,Tonnes,NR,Other,5475,5475,5475,Rs/Quintal
Baran,40,Tonnes,NR,Other,4774,6050,5411,Rs/Quintal
Bhawani Mandi,2.4,Tonnes,NR,Other,4800,5840,5320,Rs/Quintal
Itawa,3.9,Tonnes,NR,Other,5199,5692,5445,Rs/Quintal
Jaipur(Grain)(Chandpole),2.07,Tonnes,NR,Other,6000,6500,6250,Rs/Quintal
Jodhpur (Grain)(Mandor),1,Tonnes,NR,Other,5000,5300,5150,Rs/Quintal
Kota,76.5,Tonnes,NR,Other,4852,5675,5000,Rs/Quintal
Ramaganj Mandi,120.7,Tonnes,NR,Other,3701,6666,4950,Rs/Quintal
Uttar Pradesh,,,,,,,,
Choubepur,0.7,Tonnes,NR,Badami Steam,7325,7525,7425,Rs/Quintal
Cummin Seed(Jeera),,,,,,,,
Gujarat,,,,,,,,
Amreli,0.8,Tonnes,NR,Other,7500,15950,10005,Rs/Quintal
Botad,0.6,Tonnes,NR,Other,13630,16105,14870,Rs/Quintal
Dhanera,0.4,Tonnes,NR,Other,15500,16465,15982,Rs/Quintal
Dhrol,0.2,Tonnes,NR,Other,15000,15900,15450,Rs/Quintal
Gondal,34.2,Tonnes,NR,Cummin Seed(Jeera),14630,16455,16205,Rs/Quintal
Halvad,5.12,Tonnes,NR,Other,15000,16750,16125,Rs/Quintal
Jam Jodhpur,1.02,Tonnes,NR,Common,13000,16075,14500,Rs/Quintal
Jamnagar,4.1,Tonnes,NR,Other,15975,16725,16125,Rs/Quintal
Jasdan,3,Tonnes,NR,Cummin Seed(Jeera),14625,16875,16050,Rs/Quintal
Junagadh,80,Tonnes,NR,Cummin Seed(Jeera),13250,16140,15750,Rs/Quintal
Mandal,3,Tonnes,NR,Other,15000,16500,15750,Rs/Quintal
Morbi,0.3,Tonnes,NR,Cummin Seed(Jeera),15350,15800,15575,Rs/Quintal
Patan,0.9,Tonnes,NR,Other,15000,16450,15725,Rs/Quintal
Radhanpur,120,Tonnes,NR,Medium,14000,16900,15500,Rs/Quintal
Rajkot,18.5,Tonnes,NR,Cummin Seed(Jeera),14500,16375,15750,Rs/Quintal
Sami,0.1,Tonnes,NR,Cummin Seed(Jeera),15500,16875,16500,Rs/Quintal
Thara,0.3,Tonnes,NR,Other,15000,16250,15625,Rs/Quintal
Tharad,5.6,Tonnes,NR,Other,13505,16000,14750,Rs/Quintal
Unjha,389.4,Tonnes,NR,Cummin Seed(Jeera),14755,19200,16500,Rs/Quintal
Vadodara,0.63,Tonnes,NR,Other,18000,19000,19000,Rs/Quintal
Vankaner,0.7,Tonnes,NR,Other,14000,16145,14750,Rs/Quintal
Vav,0.28,Tonnes,NR,Other,15255,16250,15752,Rs/Quintal
Madhya Pradesh,,,,,,,,
Neemuch,0.3,Tonnes,NR,Desi,11800,15000,13000,Rs/Quintal
Maharashtra,,,,,,,,
Mumbai,10,Tonnes,NR,Other,22000,32000,25000,Rs/Quintal
Rajasthan,,,,,,,,
Jodhpur (Grain)(Mandor),5.3,Tonnes,NR,Other,15000,16500,15750,Rs/Quintal
Madanganj Kishanganj,0.5,Tonnes,NR,Other,14000,16000,15000,Rs/Quintal
Merta City,2,Tonnes,NR,Other,16600,17526,16700,Rs/Quintal
Nagaur,8,Tonnes,NR,Other,15000,17000,16000,Rs/Quintal
Sanchor,2,Tonnes,NR,Other,16000,17200,16500,Rs/Quintal
Dry Chillies,,,,,,,,
Andhra Pradesh,,,,,,,,
Guntur,1516,Tonnes,NR,Red,3000,10300,7800,Rs/Quintal
,,,NR,Red New,3500,9200,8500,Rs/Quintal
,,,NR,Red Top,4400,9200,7000,Rs/Quintal
,,,NR,White,800,7100,4500,Rs/Quintal
Hindupur,21.54,Tonnes,NR,1st Sort,4000,15500,9750,Rs/Quintal
Gujarat,,,,,,,,
Gondal,62.4,Tonnes,NR,Bold 1,5005,9130,7380,Rs/Quintal
Jamnagar,21.6,Tonnes,NR,1st Sort,4000,8950,6475,Rs/Quintal
Rajkot,16,Tonnes,NR,Red,4000,7250,6000,Rs/Quintal
Vadodara,1.28,Tonnes,NR,Other,8000,9000,9000,Rs/Quintal
Karnataka,,,,,,,,
Annigeri,4,Tonnes,NR,Local,13500,13500,13500,Rs/Quintal
Bangalore,30,Tonnes,NR,Guntur,10000,11500,10750,Rs/Quintal
Byadagi,76,Tonnes,NR,Dabbi,1889,14509,12009,Rs/Quintal
,,,NR,Guntur,429,7810,4289,Rs/Quintal
,,,NR,Kaddi,910,13009,9819,Rs/Quintal
Hubli (Amaragol),11,Tonnes,NR,Kaddi,4849,13300,8600,Rs/Quintal
Mangalore,4,Tonnes,NR,Other,9000,13500,12000,Rs/Quintal
Mysore (Bandipalya),15,Tonnes,NR,Local,7000,9800,8400,Rs/Quintal
Sindhanur,14,Tonnes,NR,Local,5500,7100,6000,Rs/Quintal
Sira,1,Tonnes,NR,Local,3500,8000,5873,Rs/Quintal
Tarikere,NR,Tonnes,NR,Local,10000,10000,10000,Rs/Quintal
Tumkur,1,Tonnes,NR,Other,5600,8800,6500,Rs/Quintal
Madhya Pradesh,,,,,,,,
Kukshi,33.14,Tonnes,NR,Red,3500,8200,6500,Rs/Quintal
Telangana,,,,,,,,
Mahboob Manison,9.1,Tonnes,NR,1st Sort,7000,9000,8000,Rs/Quintal
,,,NR,2nd Sort,3000,6000,5000,Rs/Quintal
Garlic,,,,,,,,
Assam,,,,,,,,
Pamohi(Garchuk),60,Tonnes,NR,Garlic,2000,2500,2400,Rs/Quintal
Gujarat,,,,,,,,
Dahod(Veg. Market),2.85,Tonnes,NR,Other,1000,2000,1800,Rs/Quintal
Jamnagar,109,Tonnes,NR,Other,250,410,330,Rs/Quintal
Rajkot,150.5,Tonnes,NR,Garlic,540,1105,750,Rs/Quintal
Visavadar,2.28,Tonnes,NR,Other,365,525,445,Rs/Quintal
Haryana,,,,,,,,
Ambala Cantt.,0.5,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Naraingarh,0.54,Tonnes,NR,Garlic,2000,2500,2300,Rs/Quintal
Shahabad,0.4,Tonnes,NR,Garlic,735,2700,1500,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,0.1,Tonnes,NR,Other,4500,5000,4700,Rs/Quintal
Dhanotu (Mandi),0.2,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Kullu,0.2,Tonnes,NR,Other,2500,3500,2800,Rs/Quintal
Solan,0.06,Tonnes,NR,Other,2500,4000,3000,Rs/Quintal
Solan(Nalagarh),0.2,Tonnes,NR,Other,1800,2500,2200,Rs/Quintal
Una,0.2,Tonnes,NR,Other,2000,5000,3500,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Narwal Jammu (F&V),9,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Karnataka,,,,,,,,
Bangalore,100,Tonnes,NR,Garlic,2000,3200,2600,Rs/Quintal
Hospet,1,Tonnes,NR,Garlic,1600,1600,1600,Rs/Quintal
Kerala,,,,,,,,
Athirampuzha,0.5,Tonnes,NR,Garlic,2600,2800,2700,Rs/Quintal
Chengannur,0.1,Tonnes,NR,Other,3300,3600,3500,Rs/Quintal
Koduvayoor,0.6,Tonnes,NR,Other,9200,9800,9600,Rs/Quintal
Kondotty,0.25,Tonnes,NR,Other,4000,4200,4100,Rs/Quintal
Moovattupuzha,1,Tonnes,NR,Garlic,3150,3400,3250,Rs/Quintal
Palakkad,0.5,Tonnes,NR,Garlic,3000,4000,3600,Rs/Quintal
Perinthalmanna,2.5,Tonnes,NR,Garlic,5600,6400,6000,Rs/Quintal
Thodupuzha,1,Tonnes,NR,Other,3200,3400,3400,Rs/Quintal
Vadakkenchery,0.18,Tonnes,NR,Other,6000,6500,6250,Rs/Quintal
Madhya Pradesh,,,,,,,,
Badnagar,4.5,Tonnes,NR,Average,272,1020,667,Rs/Quintal
Badnawar(F&V),85.8,Tonnes,NR,Garlic,300,871,500,Rs/Quintal
Bhopal(F&V),9.8,Tonnes,NR,Other,400,800,600,Rs/Quintal
Daloda,140,Tonnes,NR,Average,450,2600,900,Rs/Quintal
Indore(F&V),338,Tonnes,NR,Desi,300,1600,1000,Rs/Quintal
Jaora,354.4,Tonnes,NR,Desi,500,2500,1300,Rs/Quintal
Kalapipal,0.5,Tonnes,NR,Other,300,1250,700,Rs/Quintal
Lashkar(F&V),5,Tonnes,NR,Garlic,800,1200,1000,Rs/Quintal
Manasa,600,Tonnes,NR,Other,500,1615,1057,Rs/Quintal
Mandsaur,1500,Tonnes,NR,Other,500,3200,920,Rs/Quintal
Petlawad,0.13,Tonnes,NR,Average,300,600,500,Rs/Quintal
Pipariya,0.1,Tonnes,NR,Average,650,1500,1230,Rs/Quintal
Piplya,360,Tonnes,NR,Garlic,200,2500,950,Rs/Quintal
Rajgarh,11,Tonnes,NR,Desi,100,300,200,Rs/Quintal
Ratlam(F&V),148.2,Tonnes,NR,Desi,101,1900,1086,Rs/Quintal
Sailana,94.8,Tonnes,NR,Other,465,2299,1500,Rs/Quintal
Shajapur(F&V),15.42,Tonnes,NR,Other,100,800,500,Rs/Quintal
Shamgarh,216.19,Tonnes,NR,Other,612,1510,1250,Rs/Quintal
Soyatkalan,12.1,Tonnes,NR,Other,300,1100,600,Rs/Quintal
Ujjain(F&V),119.7,Tonnes,NR,Garlic,200,1671,815,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,1,Tonnes,NR,Other,1000,3000,2000,Rs/Quintal
Amrawati(Frui & Veg. Market),NR,Tonnes,NR,Other,1000,2000,1500,Rs/Quintal
Chandrapur(Ganjwad),9,Tonnes,NR,Other,1000,2500,2000,Rs/Quintal
Karad,3,Tonnes,NR,Other,1000,1500,1500,Rs/Quintal
Nasik,11,Tonnes,NR,Other,650,3000,1150,Rs/Quintal
Pune,71,Tonnes,NR,Other,600,2800,1500,Rs/Quintal
Rahata,NR,Tonnes,NR,Other,1500,2000,1700,Rs/Quintal
Rahuri,NR,Tonnes,NR,Other,1700,2500,2200,Rs/Quintal
Nagaland,,,,,,,,
Kohima,17,Tonnes,NR,Garlic,5200,5400,5300,Rs/Quintal
Odisha,,,,,,,,
Angul,1,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Angul(Jarapada),1,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Bolangir,1,Tonnes,NR,Other,2800,3000,2800,Rs/Quintal
Dhenkanal,0.12,Tonnes,NR,Other,2000,2500,2000,Rs/Quintal
Mottagaon,0.11,Tonnes,NR,Other,2000,2500,2000,Rs/Quintal
Talcher,3.45,Tonnes,NR,Other,2500,3000,2800,Rs/Quintal
Tusura,0.5,Tonnes,NR,Other,2800,3000,2800,Rs/Quintal
Punjab,,,,,,,,
Bassi Pathana,0.1,Tonnes,NR,Garlic,1500,1700,1600,Rs/Quintal
Batala,0.3,Tonnes,NR,Other,2000,2400,2200,Rs/Quintal
Fazilka,0.5,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Firozepur City,0.1,Tonnes,NR,Other,800,1500,1100,Rs/Quintal
Jalandhar City(Jalandhar),2.8,Tonnes,NR,Other,600,1300,1000,Rs/Quintal
Khanna,0.2,Tonnes,NR,Other,1000,2500,1500,Rs/Quintal
Kurali,0.3,Tonnes,NR,Other,2650,2900,2780,Rs/Quintal
Nabha,7,Tonnes,NR,Other,1000,1800,1400,Rs/Quintal
Nawan Shahar(Subzi Mandi),0.2,Tonnes,NR,Other,2500,3500,3000,Rs/Quintal
Patti,2,Tonnes,NR,Other,2000,2400,2200,Rs/Quintal
Phagwara,1.4,Tonnes,NR,Other,1300,1980,1620,Rs/Quintal
Sirhind,0.2,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Tanda Urmur,0.1,Tonnes,NR,Other,4000,4500,4200,Rs/Quintal
Zira,0.2,Tonnes,NR,Garlic,1300,1800,1500,Rs/Quintal
Rajasthan,,,,,,,,
Ajmer(F&V),4.6,Tonnes,NR,Other,700,1800,1400,Rs/Quintal
Baran,100,Tonnes,NR,Other,580,3000,1600,Rs/Quintal
Chittorgarh,0.3,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Jaipur(F&V),63.7,Tonnes,NR,Average,500,1500,1000,Rs/Quintal
Kota,142.4,Tonnes,NR,Average,1000,2700,1700,Rs/Quintal
Nimbahera,30,Tonnes,NR,Other,3000,4060,3500,Rs/Quintal
Pratapgarh,48.1,Tonnes,NR,Other,340,1960,1150,Rs/Quintal
Ramaganj Mandi,2.1,Tonnes,NR,Other,800,1012,1012,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achalda,11,Tonnes,NR,Average,200,400,300,Rs/Quintal
Ajuha,1,Tonnes,NR,Desi,2150,2250,2200,Rs/Quintal
Aligarh,8,Tonnes,NR,Desi,1050,1150,1100,Rs/Quintal
Allahabad,3,Tonnes,NR,Desi,1200,1400,1300,Rs/Quintal
Auraiya,0.5,Tonnes,NR,Average,1300,1350,1320,Rs/Quintal
Baberu,0.3,Tonnes,NR,Average,1850,2050,1950,Rs/Quintal
Bahraich,3.5,Tonnes,NR,Garlic,1850,2350,2260,Rs/Quintal
Ballia,3.5,Tonnes,NR,Average,1660,1760,1710,Rs/Quintal
Barabanki,2.2,Tonnes,NR,Garlic,2000,2200,2100,Rs/Quintal
Bareilly,2,Tonnes,NR,Garlic,1750,1850,1800,Rs/Quintal
Barhaj,100,Tonnes,NR,Garlic,1760,1780,1770,Rs/Quintal
Basti,2,Tonnes,NR,Garlic,1400,1510,1460,Rs/Quintal
Bewar,3,Tonnes,NR,Garlic,500,700,600,Rs/Quintal
Bharthna,5,Tonnes,NR,Garlic,800,1000,900,Rs/Quintal
Bijnaur,0.9,Tonnes,NR,Average,2000,2100,2050,Rs/Quintal
Bilsi,0.2,Tonnes,NR,Garlic,1050,1150,1100,Rs/Quintal
Chorichora,0.6,Tonnes,NR,Garlic,1400,1515,1445,Rs/Quintal
Choubepur,0.6,Tonnes,NR,Desi,1590,1790,1690,Rs/Quintal
Devariya,3.5,Tonnes,NR,Garlic,1450,1500,1485,Rs/Quintal
Etawah,4.5,Tonnes,NR,Average,1200,1600,1380,Rs/Quintal
Faizabad,2,Tonnes,NR,Garlic,1975,2200,2000,Rs/Quintal
Fatehpur,2.8,Tonnes,NR,Garlic,1000,1300,1220,Rs/Quintal
Firozabad,1.5,Tonnes,NR,Garlic,800,1000,900,Rs/Quintal
Gadaura,0.7,Tonnes,NR,Garlic,2000,2200,2100,Rs/Quintal
Gangoh,0.1,Tonnes,NR,Garlic,1545,1575,1565,Rs/Quintal
Ganjdudwara,11.5,Tonnes,NR,Garlic,750,850,800,Rs/Quintal
Ghiraur,55,Tonnes,NR,Garlic,300,900,600,Rs/Quintal
Golagokarnath,1.6,Tonnes,NR,Garlic,2100,2300,2215,Rs/Quintal
Gorakhpur,52.5,Tonnes,NR,Garlic,1400,1520,1450,Rs/Quintal
Jafarganj,0.4,Tonnes,NR,Desi,2100,2200,2150,Rs/Quintal
Jayas,1,Tonnes,NR,Desi,1500,1600,1550,Rs/Quintal
Jhansi,3.5,Tonnes,NR,Garlic,2200,2290,2240,Rs/Quintal
Kadhle,0.2,Tonnes,NR,Average,1900,2000,1950,Rs/Quintal
Kasganj,0.8,Tonnes,NR,Desi,1100,1400,1250,Rs/Quintal
