"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Uklana,0.1,Tonnes,NR,Other,8000,8000,8000,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,0.2,Tonnes,NR,Other,11000,14000,12500,Rs/Quintal
Kangra,0.2,Tonnes,NR,Other,7000,9000,8000,Rs/Quintal
Kangra(Jassour),0.04,Tonnes,NR,Other,4000,4500,4250,Rs/Quintal
Kullu,0.2,Tonnes,NR,Other,11000,12000,11500,Rs/Quintal
Palampur,0.05,Tonnes,NR,Other,12000,12000,12000,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",18,Tonnes,NR,Black,1500,2500,2000,Rs/Quintal
,,,NR,White,2500,3500,3000,Rs/Quintal
Kerala,,,,,,,,
Chala,2,Tonnes,NR,Black,5000,5150,5050,Rs/Quintal
,,,NR,Green,11000,11150,11050,Rs/Quintal
Kottakkal,0.9,Tonnes,NR,Black,4300,4400,4350,Rs/Quintal
,,,NR,Green,5340,5450,5400,Rs/Quintal
Manjeri,5,Tonnes,NR,Other,3600,3700,3650,Rs/Quintal
Mukkom,0.7,Tonnes,NR,Other,6000,7000,6500,Rs/Quintal
Perinthalmanna,2.4,Tonnes,NR,Black,4800,5200,5000,Rs/Quintal
Thodupuzha,0.5,Tonnes,NR,Black,3200,3300,3300,Rs/Quintal
,,,NR,Green,3600,3700,3700,Rs/Quintal
,,,NR,Other,5000,5200,5200,Rs/Quintal
Madhya Pradesh,,,,,,,,
Indore(F&V),1,Tonnes,NR,Green,2000,6000,4000,Rs/Quintal
Ujjain(F&V),0.05,Tonnes,NR,Green,4800,4800,4800,Rs/Quintal
Maharashtra,,,,,,,,
Amrawati(Frui & Veg. Market),11,Tonnes,NR,Other,5000,6000,5500,Rs/Quintal
Chandrapur(Ganjwad),2,Tonnes,NR,Other,9000,10000,9500,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Nagpur,12,Tonnes,NR,Other,3500,5500,5000,Rs/Quintal
Pune,4,Tonnes,NR,Other,2500,16500,10000,Rs/Quintal
Solapur,115,Tonnes,NR,Other,100,100,100,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,152,Tonnes,NR,Black,6000,12000,8725,Rs/Quintal
,,,NR,Green,1500,7000,5125,Rs/Quintal
Punjab,,,,,,,,
Batala,0.2,Tonnes,NR,Other,7000,8000,7500,Rs/Quintal
Dasuya,0.2,Tonnes,NR,Other,4000,4500,4500,Rs/Quintal
,,,NR,Other,2500,3000,3000,Rs/Quintal
Jalandhar City(Jalandhar),5.6,Tonnes,NR,Other,4500,7000,5800,Rs/Quintal
Nabha,1,Tonnes,NR,Other,5500,8000,6300,Rs/Quintal
Nawan Shahar(Subzi Mandi),0.04,Tonnes,NR,Other,8000,10000,9000,Rs/Quintal
Phagwara,1,Tonnes,NR,Other,5500,13000,9250,Rs/Quintal
Sunam,0.4,Tonnes,NR,Other,4000,6000,5000,Rs/Quintal
Rajasthan,,,,,,,,
Sriganganagar(F&V),0.5,Tonnes,NR,Green,7000,7000,7000,Rs/Quintal
Telangana,,,,,,,,
Gaddiannaram,11.3,Tonnes,NR,Black,1571,5714,2429,Rs/Quintal
Guava,,,,,,,,
Gujarat,,,,,,,,
"Ahmedabad(Fruit Market, Naroda)",7.1,Tonnes,NR,Other,3000,5500,4300,Rs/Quintal
Ahmedabad(Manekchowk),0.1,Tonnes,NR,Other,3000,5500,4300,Rs/Quintal
Ankleshwar,0.55,Tonnes,NR,Guava,2225,3125,2900,Rs/Quintal
Gondal(Veg.market Gondal),4.88,Tonnes,NR,Guava,1000,3500,2250,Rs/Quintal
Haryana,,,,,,,,
Barwala(Hisar),6,Tonnes,NR,Other,2200,2300,2300,Rs/Quintal
Cheeka,0.02,Tonnes,NR,Guava,4000,4000,4000,Rs/Quintal
Faridabad,5,Tonnes,NR,Guava Alahabad,2000,3000,2500,Rs/Quintal
Ganaur,0.2,Tonnes,NR,Other,6000,6800,6200,Rs/Quintal
Gurgaon,4.6,Tonnes,NR,Other,1500,3000,2250,Rs/Quintal
Hissar,2.4,Tonnes,NR,Other,1400,2300,1900,Rs/Quintal
Ladwa,0.2,Tonnes,NR,Guava,3500,4000,3500,Rs/Quintal
Mohindergarh,1.6,Tonnes,NR,Guava,1500,2500,2000,Rs/Quintal
Naraingarh,0.87,Tonnes,NR,Guava,3400,7500,4000,Rs/Quintal
Narnaul,0.6,Tonnes,NR,Other,2000,2500,2500,Rs/Quintal
Radaur,3,Tonnes,NR,Other,1800,2700,2000,Rs/Quintal
Shahabad,1.3,Tonnes,NR,Guava,3000,4000,3500,Rs/Quintal
Sonepat,3.2,Tonnes,NR,Other,4000,4500,4000,Rs/Quintal
Thanesar,1.5,Tonnes,NR,Other,1500,4000,2500,Rs/Quintal
Uklana,0.4,Tonnes,NR,Guava,1600,1600,1600,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,0.3,Tonnes,NR,Other,4700,4800,4750,Rs/Quintal
Dhanotu (Mandi),0.2,Tonnes,NR,Guava,3000,3500,3250,Rs/Quintal
Hamirpur,0.56,Tonnes,NR,Other,3500,4000,3800,Rs/Quintal
Hamirpur(Nadaun),0.2,Tonnes,NR,Other,3500,4000,3800,Rs/Quintal
Kangra,0.2,Tonnes,NR,Other,4000,5000,4500,Rs/Quintal
Kangra(Baijnath),0.4,Tonnes,NR,Other,4000,5000,4000,Rs/Quintal
Kangra(Jaisinghpur),0.3,Tonnes,NR,Guava,5000,5000,5000,Rs/Quintal
Kangra(Jassour),0.4,Tonnes,NR,Other,3000,3500,3250,Rs/Quintal
Kullu,0.5,Tonnes,NR,Other,5000,5500,5200,Rs/Quintal
Palampur,0.2,Tonnes,NR,Other,4000,5000,4500,Rs/Quintal
Solan,0.1,Tonnes,NR,Other,2000,4000,3000,Rs/Quintal
Kerala,,,,,,,,
Perinthalmanna,2.8,Tonnes,NR,Guava,4600,5400,5000,Rs/Quintal
Madhya Pradesh,,,,,,,,
Guna(F&V),0.2,Tonnes,NR,Guava,1100,1100,1100,Rs/Quintal
Syopurkalan(F&V),0.4,Tonnes,NR,Other,1000,1100,1050,Rs/Quintal
Maharashtra,,,,,,,,
Aurangabad,2,Tonnes,NR,Other,1000,1800,1400,Rs/Quintal
Fruit Market,23,Tonnes,NR,Other,1500,4500,3000,Rs/Quintal
Jalgaon,NR,Tonnes,NR,Other,1200,1200,1200,Rs/Quintal
Nasik,1,Tonnes,NR,Other,1750,2750,2500,Rs/Quintal
Pune,21,Tonnes,NR,Other,3000,5000,4000,Rs/Quintal
Rahuri,NR,Tonnes,NR,Other,300,2500,1650,Rs/Quintal
Solapur,2,Tonnes,NR,Other,1100,2600,1900,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,339.3,Tonnes,NR,Guava,719,5000,2398,Rs/Quintal
Punjab,,,,,,,,
Bariwala,0.03,Tonnes,NR,Other,1500,1900,1700,Rs/Quintal
Barnala,0.2,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Batala,3,Tonnes,NR,Other,2500,3500,3000,Rs/Quintal
Ferozepur Cantt.,0.04,Tonnes,NR,Guava,5800,6000,5900,Rs/Quintal
Jalandhar City(Jalandhar),17.9,Tonnes,NR,Other,1500,2800,2100,Rs/Quintal
Malerkotla,1,Tonnes,NR,Guava,2500,3500,3000,Rs/Quintal
Malout,0.3,Tonnes,NR,Guava,1800,2000,1900,Rs/Quintal
Nabha,13,Tonnes,NR,Other,2000,3000,2300,Rs/Quintal
Nawan Shahar(Subzi Mandi),0.2,Tonnes,NR,Other,2000,3000,2600,Rs/Quintal
Sangrur,0.2,Tonnes,NR,Guava,1000,1200,1200,Rs/Quintal
Sirhind,0.3,Tonnes,NR,Other,1800,3000,2500,Rs/Quintal
Rajasthan,,,,,,,,
Alwar(FV),7.4,Tonnes,NR,Other,1700,3300,2500,Rs/Quintal
Chittorgarh,2.2,Tonnes,NR,Other,1200,1800,1500,Rs/Quintal
Jaipur(F&V),75.8,Tonnes,NR,Guava,2000,3000,2500,Rs/Quintal
Telangana,,,,,,,,
Gaddiannaram,9.8,Tonnes,NR,Guava,667,3000,1333,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achalda,5,Tonnes,NR,Guava,1000,1050,1020,Rs/Quintal
Aliganj,5,Tonnes,NR,Guava,500,700,600,Rs/Quintal
Aligarh,15,Tonnes,NR,Guava,2150,2250,2200,Rs/Quintal
Awagarh,8,Tonnes,NR,Guava Navalur,1500,1700,1600,Rs/Quintal
Bangarmau,1.2,Tonnes,NR,Guava,1200,1300,1250,Rs/Quintal
Chaandpur,2.5,Tonnes,NR,Guava,800,1000,900,Rs/Quintal
Faizabad,5,Tonnes,NR,Guava,1800,2000,1900,Rs/Quintal
Fatehabad,18,Tonnes,NR,Guava,1500,1550,1520,Rs/Quintal
Gangoh,0.1,Tonnes,NR,Guava,1450,1475,1460,Rs/Quintal
Gulavati,0.1,Tonnes,NR,Guava,714,718,716,Rs/Quintal
Haathras,1,Tonnes,NR,Guava,2200,2500,2350,Rs/Quintal
Hasanpur,0.1,Tonnes,NR,Guava,2200,2400,2300,Rs/Quintal
Jarar,0.6,Tonnes,NR,Guava,1200,1300,1250,Rs/Quintal
Jhijhank,3,Tonnes,NR,Guava,700,750,725,Rs/Quintal
Lucknow,62,Tonnes,NR,Guava,1000,1350,1250,Rs/Quintal
Mainpuri,3.5,Tonnes,NR,Guava Sardar,950,1100,1050,Rs/Quintal
Mathura,80,Tonnes,NR,Guava,1500,1700,1600,Rs/Quintal
Nanuta,0.3,Tonnes,NR,Guava,1500,1800,1600,Rs/Quintal
Pilibhit,12,Tonnes,NR,Guava,1670,1710,1690,Rs/Quintal
Rura,0.5,Tonnes,NR,Guava,1100,1300,1250,Rs/Quintal
Samsabad,1,Tonnes,NR,Guava,1400,1600,1500,Rs/Quintal
Shahpur,0.6,Tonnes,NR,Guava,NR,NR,720,Rs/Quintal
Shamli,3,Tonnes,NR,Guava,2000,2200,2100,Rs/Quintal
Thanabhawan,0.2,Tonnes,NR,Other,1400,1500,1450,Rs/Quintal
Unnao,10,Tonnes,NR,Guava,1200,1300,1250,Rs/Quintal
Uttrakhand,,,,,,,,
Haridwar Union,3.6,Tonnes,NR,Other,650,1000,800,Rs/Quintal
Kashipur,0.6,Tonnes,NR,Other,900,1200,1000,Rs/Quintal
Manglaur,1.9,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Roorkee,1.5,Tonnes,NR,Other,600,1000,800,Rs/Quintal
West Bengal,,,,,,,,
Baruipur(Canning),0.6,Tonnes,NR,Other,6100,6300,6200,Rs/Quintal
Karbuja(Musk Melon),,,,,,,,
Haryana,,,,,,,,
Cheeka,0.01,Tonnes,NR,Karbhuja,2500,2500,2500,Rs/Quintal
Sirsa,0.6,Tonnes,NR,Other,2200,2800,2400,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",28,Tonnes,NR,Karbhuja,500,1500,1000,Rs/Quintal
Maharashtra,,,,,,,,
Amrawati(Frui & Veg. Market),3,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Aurangabad,1,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Pune,8,Tonnes,NR,Other,1000,2000,1400,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,13.6,Tonnes,NR,Karbhuja,1000,2500,1750,Rs/Quintal
Telangana,,,,,,,,
Gaddiannaram,4,Tonnes,NR,Karbhuja,400,1100,700,Rs/Quintal
Kinnow,,,,,,,,
Gujarat,,,,,,,,
"Ahmedabad(Fruit Market, Naroda)",32.8,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Ahmedabad(Manekchowk),0.1,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Haryana,,,,,,,,
Ambala Cantt.,8.5,Tonnes,NR,Kinnow,1200,1800,1500,Rs/Quintal
Asandh,1.6,Tonnes,NR,Other,2100,2400,2250,Rs/Quintal
Barara,NR,Tonnes,NR,Other,1200,1400,1200,Rs/Quintal
Barwala(Hisar),23,Tonnes,NR,Kinnow,1400,1500,1500,Rs/Quintal
Cheeka,3.2,Tonnes,NR,Kinnow,1500,1600,1600,Rs/Quintal
Faridabad,12,Tonnes,NR,Kinnow,1300,1500,1400,Rs/Quintal
Ganaur,0.5,Tonnes,NR,Kinnow,1200,2000,1500,Rs/Quintal
Hansi,7.2,Tonnes,NR,Other,1380,1400,1390,Rs/Quintal
Hissar,19.2,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Jagadhri,4,Tonnes,NR,Other,1000,1200,1200,Rs/Quintal
kalanwali,1.3,Tonnes,NR,Other,700,1300,1300,Rs/Quintal
Ladwa,2.2,Tonnes,NR,Kinnow,1800,2000,1800,Rs/Quintal
Meham,5,Tonnes,NR,Kinnow,1600,1600,1600,Rs/Quintal
Mohindergarh,2.4,Tonnes,NR,Kinnow,800,1400,1200,Rs/Quintal
Naraingarh,3.1,Tonnes,NR,Kinnow,1400,1500,1480,Rs/Quintal
Narnaul,9,Tonnes,NR,Other,1500,1800,1800,Rs/Quintal
Narnaund,0.2,Tonnes,NR,Other,1500,1800,1600,Rs/Quintal
Pehowa,0.2,Tonnes,NR,Other,1600,1800,1800,Rs/Quintal
Radaur,7,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Ratia,2.5,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Shahabad,4.3,Tonnes,NR,Kinnow,1500,1500,1500,Rs/Quintal
Shahzadpur,6.4,Tonnes,NR,Other,1600,2000,1600,Rs/Quintal
Sonepat,4,Tonnes,NR,Other,1200,1500,1200,Rs/Quintal
Uklana,0.5,Tonnes,NR,Kinnow,1000,1500,1500,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,0.1,Tonnes,NR,Other,2200,2600,2400,Rs/Quintal
Chamba,0.4,Tonnes,NR,Other,1900,2100,2000,Rs/Quintal
Dhanotu (Mandi),0.9,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Hamirpur(Nadaun),0.22,Tonnes,NR,Other,2000,2500,2200,Rs/Quintal
Kangra,1.2,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Kangra(Baijnath),0.8,Tonnes,NR,Kinnow,2000,2500,2000,Rs/Quintal
Kangra(Jaisinghpur),1,Tonnes,NR,Kinnow,2000,2000,2000,Rs/Quintal
Kangra(Jassour),4,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Kullu,0.8,Tonnes,NR,Other,2200,2500,2300,Rs/Quintal
Mandi(Mandi),0.6,Tonnes,NR,Kinnow,1500,2300,2000,Rs/Quintal
Nahan,0.25,Tonnes,NR,Other,1400,1500,1450,Rs/Quintal
Palampur,0.8,Tonnes,NR,Other,1500,2200,2000,Rs/Quintal
Solan,0.4,Tonnes,NR,Other,1400,2000,1800,Rs/Quintal
Una,1.9,Tonnes,NR,Kinnow,1600,2500,2000,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,2,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Samba,2.5,Tonnes,NR,Kinnow,1800,2200,2000,Rs/Quintal
Punjab,,,,,,,,
Adampur,0.3,Tonnes,NR,Other,1500,2000,2000,Rs/Quintal
Amritsar(Amritsar Mewa Mandi),35,Tonnes,NR,Kinnow,700,1500,1200,Rs/Quintal
Balachaur,1,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Banga,21,Tonnes,NR,Other,1284,1702,1702,Rs/Quintal
Barnala,7.8,Tonnes,NR,Kinnow,1000,1600,1300,Rs/Quintal
Bassi Pathana,15,Tonnes,NR,Kinnow,1200,1500,1300,Rs/Quintal
Batala,3.5,Tonnes,NR,Other,1300,1600,1500,Rs/Quintal
Bhawanigarh,0.7,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Budalada,1,Tonnes,NR,Kinnow,1200,1600,1400,Rs/Quintal
Chamkaur Sahib,0.6,Tonnes,NR,Other,1800,1830,1820,Rs/Quintal
Dasuya,1.5,Tonnes,NR,Other,1500,1800,1800,Rs/Quintal
,,,NR,Other,800,1000,1000,Rs/Quintal
,,,NR,Other,500,600,600,Rs/Quintal
Faridkot,3.72,Tonnes,NR,Kinnow,1500,1800,1600,Rs/Quintal
Firozepur City,1.5,Tonnes,NR,Other,1000,1300,1150,Rs/Quintal
Jagraon,0.8,Tonnes,NR,Other,1200,1600,1400,Rs/Quintal
Jalalabad,1.5,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Jalandhar City(Jalandhar),142.2,Tonnes,NR,Other,500,1300,1000,Rs/Quintal
Khanna,17.9,Tonnes,NR,Other,800,1800,1500,Rs/Quintal
Kharar,1.2,Tonnes,NR,Kinnow,1400,2000,1800,Rs/Quintal
Kotkapura,4,Tonnes,NR,Kinnow,1000,1500,1200,Rs/Quintal
Kurali,0.8,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Malout,4,Tonnes,NR,Kinnow,1500,1800,1600,Rs/Quintal
Mansa,3.5,Tonnes,NR,Kinnow,1200,2000,1600,Rs/Quintal
Morinda,1,Tonnes,NR,Kinnow,1400,1600,1500,Rs/Quintal
Muktsar,2,Tonnes,NR,Kinnow,1400,1800,1600,Rs/Quintal
Nawan Shahar(Subzi Mandi),0.2,Tonnes,NR,Other,2000,3000,2600,Rs/Quintal
Patiala,6.1,Tonnes,NR,Kinnow,500,1000,700,Rs/Quintal
Patti,2,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Phagwara,7.2,Tonnes,NR,Other,1363,1600,1482,Rs/Quintal
Raikot,2,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Sangrur,2.8,Tonnes,NR,Kinnow,1000,1200,1200,Rs/Quintal
Sirhind,1.4,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Sunam,1,Tonnes,NR,Other,1000,2000,1500,Rs/Quintal
Talwandi Sabo,0.4,Tonnes,NR,Other,1200,1800,1600,Rs/Quintal
Tanda Urmur,0.3,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Tarantaran,20,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Zira,0.6,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Rajasthan,,,,,,,,
Sriganganagar(F&V),20,Tonnes,NR,Other,1100,1100,1100,Rs/Quintal
Uttar Pradesh,,,,,,,,
Faizabad,0.9,Tonnes,NR,Kinnow,1675,1800,1750,Rs/Quintal
Haathras,1.5,Tonnes,NR,Kinnow,2200,2300,2250,Rs/Quintal
Kadhle,0.5,Tonnes,NR,Kinnow,600,700,650,Rs/Quintal
Khalilabad,0.7,Tonnes,NR,Kinnow,1800,2000,1850,Rs/Quintal
Uttrakhand,,,,,,,,
Dehradoon,46.1,Tonnes,NR,Other,600,800,700,Rs/Quintal
Roorkee,8,Tonnes,NR,Other,500,900,600,Rs/Quintal
Lime,,,,,,,,
Andhra Pradesh,,,,,,,,
Denduluru,4.31,Tonnes,NR,Lime,1400,1900,1600,Rs/Quintal
Karnataka,,,,,,,,
Jamakhandi,10,Tonnes,NR,Lime,300,1165,800,Rs/Quintal
Kerala,,,,,,,,
Chala,3,Tonnes,NR,Lime,4700,4753,4720,Rs/Quintal
Koduvayoor,0.7,Tonnes,NR,Other,3800,4500,4300,Rs/Quintal
Kottakkal,3,Tonnes,NR,Other,4800,4900,4850,Rs/Quintal
Palakkad,0.25,Tonnes,NR,Other,4000,5000,4600,Rs/Quintal
Pattambi,0.2,Tonnes,NR,Other,5000,6000,5500,Rs/Quintal
Vadakkenchery,0.12,Tonnes,NR,Other,5000,5500,5250,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,NR,Tonnes,NR,Other,1000,2000,1500,Rs/Quintal
Amrawati(Frui & Veg. Market),1,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Aurangabad,1,Tonnes,NR,Other,1000,1600,1300,Rs/Quintal
Jalgaon,1,Tonnes,NR,Other,1200,2500,2100,Rs/Quintal
Nasik,2,Tonnes,NR,Other,1000,2250,2000,Rs/Quintal
Pune,50,Tonnes,NR,Other,300,2000,1000,Rs/Quintal
Rahuri,NR,Tonnes,NR,Other,1300,3700,2900,Rs/Quintal
Solapur,3,Tonnes,NR,Other,1500,2500,1800,Rs/Quintal
Punjab,,,,,,,,
Nawan Shahar(Subzi Mandi),0.2,Tonnes,NR,Other,3000,4000,3600,Rs/Quintal
Sangrur,0.2,Tonnes,NR,Other,2000,2500,2500,Rs/Quintal
Rajasthan,,,,,,,,
Ajmer(F&V),2.6,Tonnes,NR,Other,1500,2500,2200,Rs/Quintal
Sriganganagar(F&V),2.5,Tonnes,NR,Other,2500,2500,2500,Rs/Quintal
Uttar Pradesh,,,,,,,,
Jhansi,4,Tonnes,NR,Lime,2400,2480,2430,Rs/Quintal
Mango,,,,,,,,
Goa,,,,,,,,
Mapusa,6,Tonnes,NR,Other,1200,1200,1200,Rs/Quintal
Haryana,,,,,,,,
Sirsa,0.2,Tonnes,NR,Other,14000,15000,15000,Rs/Quintal
Kerala,,,,,,,,
Koduvayoor,0.6,Tonnes,NR,Other,4000,4600,4300,Rs/Quintal
Pattambi,0.1,Tonnes,NR,Other,7000,8000,7500,Rs/Quintal
Thalayolaparambu,0.5,Tonnes,NR,Other,4000,4500,4300,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,9.4,Tonnes,NR,Safeda,11667,15000,13167,Rs/Quintal
,,,NR,Totapuri,6667,9333,7875,Rs/Quintal
Punjab,,,,,,,,
Jalandhar City(Jalandhar),0.1,Tonnes,NR,Other,5000,6000,5500,Rs/Quintal
Mousambi(Sweet Lime),,,,,,,,
Chandigarh,,,,,,,,
Chandigarh(Grain/Fruit),2.58,Tonnes,NR,Other,2000,3500,2750,Rs/Quintal
Chattisgarh,,,,,,,,
Durg,24,Tonnes,NR,Other,7000,8000,7500,Rs/Quintal
Rajnandgaon,1,Tonnes,NR,Mousambi,6000,6000,6000,Rs/Quintal
Gujarat,,,,,,,,
"Ahmedabad(Fruit Market, Naroda)",10.1,Tonnes,NR,Other,3600,4100,3900,Rs/Quintal
Ahmedabad(Manekchowk),0.1,Tonnes,NR,Other,3600,4100,3900,Rs/Quintal
Bharuch,2.58,Tonnes,NR,Other,2000,2750,2500,Rs/Quintal
Gondal(Veg.market Gondal),0.9,Tonnes,NR,Mousambi,4000,6000,5000,Rs/Quintal
Haryana,,,,,,,,
Cheeka,NR,Tonnes,NR,Other,3000,3000,3000,Rs/Quintal
Gurgaon,89,Tonnes,NR,Other,1500,3500,2500,Rs/Quintal
Khanina,0.2,Tonnes,NR,Other,4000,4000,4000,Rs/Quintal
Mohindergarh,1.2,Tonnes,NR,Mousambi,3000,3500,3500,Rs/Quintal
Naraingarh,0.16,Tonnes,NR,Mousambi,3500,3500,3500,Rs/Quintal
Narwana,0.06,Tonnes,NR,Other,3500,3500,3500,Rs/Quintal
Panipat,0.8,Tonnes,NR,Other,3000,4000,3600,Rs/Quintal
Sirsa,0.2,Tonnes,NR,Other,5500,5500,5500,Rs/Quintal
Uklana,0.1,Tonnes,NR,Mousambi,2500,2500,2500,Rs/Quintal
Himachal Pradesh,,,,,,,,
Kangra,0.4,Tonnes,NR,Other,5000,6000,5500,Rs/Quintal
Kangra(Jaisinghpur),0.3,Tonnes,NR,Mousambi,5500,5500,5500,Rs/Quintal
Kangra(Jassour),0.6,Tonnes,NR,Other,4000,4500,4250,Rs/Quintal
Palampur,0.1,Tonnes,NR,Other,5500,6000,6000,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,1,Tonnes,NR,Other,3000,3200,3100,Rs/Quintal
Narwal Jammu (F&V),4,Tonnes,NR,Other,4500,5000,4750,Rs/Quintal
Samba,0.6,Tonnes,NR,Mousambi,2000,2500,2250,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",95,Tonnes,NR,Mousambi,2500,3500,3000,Rs/Quintal
Kerala,,,,,,,,
Manjeri,5,Tonnes,NR,Other,5000,5100,5050,Rs/Quintal
Madhya Pradesh,,,,,,,,
Bhopal(F&V),4,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,78,Tonnes,NR,Mousambi,1100,3500,2325,Rs/Quintal
Punjab,,,,,,,,
Barnala,0.7,Tonnes,NR,Other,4000,4250,4125,Rs/Quintal
Batala,0.2,Tonnes,NR,Other,3500,4000,3700,Rs/Quintal
Jalandhar City(Jalandhar),6.4,Tonnes,NR,Other,2000,3000,2600,Rs/Quintal
Malout,0.7,Tonnes,NR,Mousambi,3500,4000,3800,Rs/Quintal
Nawan Shahar(Subzi Mandi),0.3,Tonnes,NR,Other,3000,4000,3600,Rs/Quintal
Patti,2,Tonnes,NR,Other,3000,3400,3200,Rs/Quintal
Sangrur,0.3,Tonnes,NR,Mousambi,3000,3500,3500,Rs/Quintal
Rajasthan,,,,,,,,
Chittorgarh,0.1,Tonnes,NR,Other,2500,3500,3000,Rs/Quintal
Telangana,,,,,,,,
Gaddiannaram,13,Tonnes,NR,Mousambi,500,1600,1100,Rs/Quintal
Uttar Pradesh,,,,,,,,
Aligarh,7,Tonnes,NR,Mousambi,2300,2400,2350,Rs/Quintal
Baberu,0.4,Tonnes,NR,Mousambi,2350,2550,2450,Rs/Quintal
Bahraich,2.2,Tonnes,NR,Mousambi,3200,3550,3420,Rs/Quintal
Ballia,3,Tonnes,NR,Mousambi,2450,2550,2500,Rs/Quintal
Barabanki,2.1,Tonnes,NR,Mousambi,2180,2290,2240,Rs/Quintal
Bareilly,18,Tonnes,NR,Mousambi,2150,NR,2200,Rs/Quintal
Basti,1.2,Tonnes,NR,Mousambi,2300,2400,2350,Rs/Quintal
Bijnaur,1.5,Tonnes,NR,Mousambi,2320,2430,2380,Rs/Quintal
Etawah,3,Tonnes,NR,Mousambi,2250,2650,2470,Rs/Quintal
Faizabad,2,Tonnes,NR,Mousambi,3000,3300,3100,Rs/Quintal
Farukhabad,4,Tonnes,NR,Mousambi,2600,2800,2700,Rs/Quintal
Fatehabad,18,Tonnes,NR,Mousambi,2100,2200,2150,Rs/Quintal
Gazipur,3.5,Tonnes,NR,Mousambi,2700,2950,2800,Rs/Quintal
Gonda,1.6,Tonnes,NR,Mousambi,2850,2900,2880,Rs/Quintal
Gorakhpur,50,Tonnes,NR,Mousambi,2200,2500,2335,Rs/Quintal
Jafarganj,0.4,Tonnes,NR,Mousambi,3400,3600,3500,Rs/Quintal
Jaunpur,0.5,Tonnes,NR,Mousambi,2200,2360,2300,Rs/Quintal
Kanpur(Grain),50,Tonnes,NR,Mousambi,2700,2800,2750,Rs/Quintal
Karnailganj,0.3,Tonnes,NR,Mousambi,2850,2870,2860,Rs/Quintal
Karvi,1.2,Tonnes,NR,Mousambi,2375,2485,2420,Rs/Quintal
Kasganj,1.8,Tonnes,NR,Mousambi,2680,2780,2730,Rs/Quintal
Khairagarh,0.3,Tonnes,NR,Mousambi,2500,2600,2550,Rs/Quintal
Lalitpur,1,Tonnes,NR,Mousambi,3000,3650,3330,Rs/Quintal
Lucknow,69,Tonnes,NR,Mousambi,2050,2250,2175,Rs/Quintal
Mathura,25,Tonnes,NR,Mousambi,2300,2500,2400,Rs/Quintal
Muradabad,5,Tonnes,NR,Mousambi,2300,2500,2400,Rs/Quintal
Muzzafarnagar,3.5,Tonnes,NR,Mousambi,2380,2425,2400,Rs/Quintal
